Short Window,Long Window,Total Return,Annualized Return,Max Drawdown,Sharpe Ratio
10,50,0.5799646511468003,0.13371554628453217,-0.5115731117396505,0.2667972977480755
10,100,0.673159469764484,0.15520236631349493,-0.5094498396093938,0.31942296994137104
10,150,0.7871831683032583,0.18149145325930566,-0.4738161472384,0.4011223026114007
20,50,-0.10695062715458759,-0.02465833306766338,-0.7774492680916701,-0.04919307170196893
20,100,0.22402386031939092,0.05165051491352837,-0.5976556472951561,0.10628310178041078
20,150,0.5231879497065813,0.12062521804762899,-0.5330287127344546,0.26655159454782623
30,50,0.6484029846933451,0.14949455822755991,-0.5667751070669408,0.2982910701833754
30,100,-0.3557602187931863,-0.08202339902642539,-0.6899230253664602,-0.16878822853449518
30,150,0.3304065794025838,0.07617791217699095,-0.5172535244095703,0.1683198760561868
